amfi_code,date,nav,scheme_code,daily_return
118632,2013-01-02,14.6967,118632.0,
118632,2013-01-03,14.7305,118632.0,0.0022998360176094135
118632,2013-01-04,14.8037,118632.0,0.0049692814228980975
118632,2013-01-05,14.8037,,0.0
118632,2013-01-06,14.8037,,0.0
118632,2013-01-07,14.7718,118632.0,-0.0021548666887331036
118632,2013-01-08,14.7197,118632.0,-0.003526990617257253
118632,2013-01-09,14.7249,118632.0,0.0003532680693221213
118632,2013-01-10,14.6784,118632.0,-0.003157916182792375
118632,2013-01-11,14.6421,118632.0,-0.002473021582733881
118632,2013-01-12,14.6421,,0.0
118632,2013-01-13,14.6421,,0.0
118632,2013-01-14,14.7844,118632.0,0.009718551300701428
118632,2013-01-15,14.8315,118632.0,0.0031857904277481364
118632,2013-01-16,14.6876,118632.0,-0.009702322758992743
118632,2013-01-17,14.7703,118632.0,0.005630599961872651
118632,2013-01-18,14.8654,118632.0,0.006438596372450034
118632,2013-01-19,14.8654,,0.0
118632,2013-01-20,14.8654,,0.0
118632,2013-01-21,14.9285,118632.0,0.004244756279683015
118632,2013-01-22,14.8574,118632.0,-0.004762702213886194
118632,2013-01-23,14.7986,118632.0,-0.003957623810357136
118632,2013-01-24,14.6226,118632.0,-0.011893016907004728
118632,2013-01-25,14.7605,118632.0,0.009430607415917835
118632,2013-01-26,14.7605,,0.0
118632,2013-01-27,14.7605,,0.0
118632,2013-01-28,14.7737,118632.0,0.000894278649097302
118632,2013-01-29,14.681,118632.0,-0.006274663760601706
118632,2013-01-30,14.6583,118632.0,-0.0015462161978065936
118632,2013-01-31,14.6179,118632.0,-0.0027561176944120858
118632,2013-02-01,14.5671,118632.0,-0.0034751913749581087
118632,2013-02-02,14.5671,,0.0
118632,2013-02-03,14.5671,,0.0
118632,2013-02-04,14.5479,118632.0,-0.0013180385938175165
118632,2013-02-05,14.4313,118632.0,-0.008014902494518084
118632,2013-02-06,14.4775,118632.0,0.003201374789519873
118632,2013-02-07,14.4048,118632.0,-0.005021585218442315
118632,2013-02-08,14.3212,118632.0,-0.005803621015217142
118632,2013-02-09,14.3212,,0.0
118632,2013-02-10,14.3212,,0.0
118632,2013-02-11,14.2908,118632.0,-0.002122727145769776
118632,2013-02-12,14.3298,118632.0,0.00272902846586609
118632,2013-02-13,14.3617,118632.0,0.0022261301623192065
118632,2013-02-14,14.1541,118632.0,-0.014455113252609397
118632,2013-02-15,14.1364,118632.0,-0.0012505210504376585
118632,2013-02-16,14.1364,,0.0
118632,2013-02-17,14.1364,,0.0
118632,2013-02-18,14.1843,118632.0,0.003388415721117033
118632,2013-02-19,14.2926,118632.0,0.0076352023011356795
118632,2013-02-20,14.2782,118632.0,-0.0010075143780697848
118632,2013-02-21,14.0679,118632.0,-0.014728747321090863
118632,2013-02-22,14.0985,118632.0,0.0021751647367411753
118632,2013-02-23,14.0985,,0.0
118632,2013-02-24,14.0985,,0.0
118632,2013-02-25,14.0828,118632.0,-0.0011135936447138617
118632,2013-02-26,13.8873,118632.0,-0.013882182520521535
118632,2013-02-27,13.9873,118632.0,0.007200823774239806
118632,2013-02-28,13.7174,118632.0,-0.019296075725837025
118632,2013-03-01,13.8247,118632.0,0.007822182046160364
118632,2013-03-02,13.8247,,0.0
118632,2013-03-03,13.8247,,0.0
118632,2013-03-04,13.7577,118632.0,-0.0048463981135214995
118632,2013-03-05,13.9807,118632.0,0.016209104719538958
118632,2013-03-06,14.0779,118632.0,0.00695244158017827
118632,2013-03-07,14.1368,118632.0,0.004183862649969061
118632,2013-03-08,14.2733,118632.0,0.009655650500820734
118632,2013-03-09,14.2733,,0.0
118632,2013-03-10,14.2733,,0.0
118632,2013-03-11,14.2265,118632.0,-0.003278849320059174
118632,2013-03-12,14.1646,118632.0,-0.004351035040241813
118632,2013-03-13,13.9586,118632.0,-0.01454329808113175
118632,2013-03-14,14.1321,118632.0,0.012429613284999919
118632,2013-03-15,14.0574,118632.0,-0.005285838622710037
118632,2013-03-16,14.0574,,0.0
118632,2013-03-17,14.0574,,0.0
118632,2013-03-18,13.9688,118632.0,-0.006302730234609477
118632,2013-03-19,13.7101,118632.0,-0.01851984422427122
118632,2013-03-20,13.4866,118632.0,-0.01630185046060939
118632,2013-03-21,13.4908,118632.0,0.0003114202245191322
118632,2013-03-22,13.4563,118632.0,-0.00255729830699436
118632,2013-03-23,13.4563,,0.0
118632,2013-03-24,13.4563,,0.0
118632,2013-03-25,13.4002,118632.0,-0.004169050927818274
118632,2013-03-26,13.4772,118632.0,0.005746182892792717
118632,2013-03-27,13.4772,,0.0
118632,2013-03-28,13.578,118632.0,0.0074792983705813665
118632,2013-03-29,13.578,,0.0
118632,2013-03-30,13.578,,0.0
118632,2013-03-31,13.578,,0.0
118632,2013-04-01,13.6324,118632.0,0.004006481072323043
118632,2013-04-02,13.8124,118632.0,0.013203837915554129
118632,2013-04-03,13.6549,118632.0,-0.011402797486316674
118632,2013-04-04,13.4167,118632.0,-0.01744428739866266
118632,2013-04-05,13.4782,118632.0,0.004583839543255808
118632,2013-04-06,13.4782,,0.0
118632,2013-04-07,13.4782,,0.0
118632,2013-04-08,13.4526,118632.0,-0.0018993634164798934
118632,2013-04-09,13.3266,118632.0,-0.009366219169528622
118632,2013-04-10,13.4579,118632.0,0.009852475500127689
118632,2013-04-11,13.5316,118632.0,0.005476337318600866
118632,2013-04-12,13.3635,118632.0,-0.012422773360134753
118632,2013-04-13,13.3635,,0.0
118632,2013-04-14,13.3635,,0.0
118632,2013-04-15,13.4536,118632.0,0.0067422456691734745
118632,2013-04-16,13.7055,118632.0,0.01872361301064407
118632,2013-04-17,13.7107,118632.0,0.00037940972602235057
118632,2013-04-18,13.9167,118632.0,0.01502476168248168
118632,2013-04-19,13.9167,,0.0
118632,2013-04-20,13.9167,,0.0
118632,2013-04-21,13.9167,,0.0
118632,2013-04-22,14.0431,118632.0,0.009082612975777282
118632,2013-04-23,13.9829,118632.0,-0.004286802771467868
118632,2013-04-24,13.9829,,0.0
118632,2013-04-25,14.0593,118632.0,0.005463816518747944
118632,2013-04-26,14.0531,118632.0,-0.0004409892384400482
118632,2013-04-27,14.0531,,0.0
118632,2013-04-28,14.0531,,0.0
118632,2013-04-29,14.1084,118632.0,0.003935074823348428
118632,2013-04-30,14.1086,118632.0,1.4175951915218477e-05
118632,2013-05-01,14.1086,,0.0
118632,2013-05-02,14.229,118632.0,0.00853380207816512
118632,2013-05-03,14.1115,118632.0,-0.008257783400098417
118632,2013-05-04,14.1115,,0.0
118632,2013-05-05,14.1115,,0.0
118632,2013-05-06,14.2356,118632.0,0.008794245827870917
118632,2013-05-07,14.3852,118632.0,0.010508865098766362
118632,2013-05-08,14.3518,118632.0,-0.002321830770514066
118632,2013-05-09,14.2864,118632.0,-0.0045569196895163255
118632,2013-05-10,14.3731,118632.0,0.006068708701982395
118632,2013-05-11,14.3731,,0.0
118632,2013-05-12,14.3731,,0.0
118632,2013-05-13,14.1432,118632.0,-0.015995157620833367
118632,2013-05-14,14.2231,118632.0,0.0056493579953618145
118632,2013-05-15,14.5276,118632.0,0.021408834923469566
118632,2013-05-16,14.5877,118632.0,0.004136953109942443
118632,2013-05-17,14.6518,118632.0,0.004394112848495668
118632,2013-05-18,14.6518,,0.0
118632,2013-05-19,14.6518,,0.0
118632,2013-05-20,14.5075,118632.0,-0.00984861928227243
118632,2013-05-21,14.395,118632.0,-0.007754609684645919
118632,2013-05-22,14.2804,118632.0,-0.00796109760333441
118632,2013-05-23,13.9275,118632.0,-0.024712192935772093
118632,2013-05-24,13.9741,118632.0,0.003345898402441261
118632,2013-05-25,13.9741,,0.0
118632,2013-05-26,13.9741,,0.0
118632,2013-05-27,14.1468,118632.0,0.01235857765437487
118632,2013-05-28,14.2241,118632.0,0.005464133231543489
118632,2013-05-29,14.1521,118632.0,-0.005061831680035933
118632,2013-05-30,14.1108,118632.0,-0.0029182948113708473
118632,2013-05-31,13.9164,118632.0,-0.013776681690619963
118632,2013-06-01,13.9164,,0.0
118632,2013-06-02,13.9164,,0.0
118632,2013-06-03,13.8393,118632.0,-0.005540225920496633
118632,2013-06-04,13.8528,118632.0,0.0009754828640178292
118632,2013-06-05,13.8796,118632.0,0.0019346269346269818
118632,2013-06-06,13.8693,118632.0,-0.000742096314014784
118632,2013-06-07,13.7436,118632.0,-0.009063182712898299
118632,2013-06-08,13.7436,,0.0
118632,2013-06-09,13.7436,,0.0
118632,2013-06-10,13.6318,118632.0,-0.008134695421869176
118632,2013-06-11,13.3795,118632.0,-0.018508194075617324
118632,2013-06-12,13.3408,118632.0,-0.0028924847714787427
118632,2013-06-13,13.199,118632.0,-0.010629047733269337
118632,2013-06-14,13.4526,118632.0,0.019213576786120123
118632,2013-06-15,13.4526,,0.0
118632,2013-06-16,13.4526,,0.0
118632,2013-06-17,13.5024,118632.0,0.003701886624146944
118632,2013-06-18,13.4342,118632.0,-0.005050953904490951
118632,2013-06-19,13.4689,118632.0,0.0025829599082936028
118632,2013-06-20,13.142,118632.0,-0.024270727379370305
118632,2013-06-21,13.1933,118632.0,0.0039035154466595667
118632,2013-06-22,13.1933,,0.0
118632,2013-06-23,13.1933,,0.0
118632,2013-06-24,12.9791,118632.0,-0.016235513480327146
118632,2013-06-25,12.9839,118632.0,0.0003698253345763014
118632,2013-06-26,12.9478,118632.0,-0.002780366453838945
118632,2013-06-27,13.1137,118632.0,0.012812987534561726
118632,2013-06-28,13.445,118632.0,0.025263655566316157
118632,2013-06-29,13.445,,0.0
118632,2013-06-30,13.445,,0.0
118632,2013-07-01,13.6086,118632.0,0.012168092227593741
118632,2013-07-02,13.5237,118632.0,-0.006238701997266394
118632,2013-07-03,13.2808,118632.0,-0.01796106095225425
118632,2013-07-04,13.3744,118632.0,0.007047768206734473
118632,2013-07-05,13.4009,118632.0,0.001981397296327403
118632,2013-07-06,13.4009,,0.0
118632,2013-07-07,13.4009,,0.0
118632,2013-07-08,13.2314,118632.0,-0.01264840421165736
118632,2013-07-09,13.3168,118632.0,0.006454343455718936
118632,2013-07-10,13.259,118632.0,-0.00434038207377152
118632,2013-07-11,13.4425,118632.0,0.0138396560826608
118632,2013-07-12,13.6028,118632.0,0.011924865166449639
118632,2013-07-13,13.6028,,0.0
118632,2013-07-14,13.6028,,0.0
118632,2013-07-15,13.6813,118632.0,0.005770870703090569
118632,2013-07-16,13.4826,118632.0,-0.014523473646510188
118632,2013-07-17,13.4057,118632.0,-0.005703647664397127
118632,2013-07-18,13.5266,118632.0,0.009018551810050957
118632,2013-07-19,13.491,118632.0,-0.0026318513151863954
118632,2013-07-20,13.491,,0.0
118632,2013-07-21,13.491,,0.0
118632,2013-07-22,13.4323,118632.0,-0.0043510488473796904
118632,2013-07-23,13.5137,118632.0,0.0060600195052225025
118632,2013-07-24,13.2616,118632.0,-0.018655142559032667
118632,2013-07-25,13.1914,118632.0,-0.00529347891657117
118632,2013-07-26,13.0735,118632.0,-0.008937641190472578
118632,2013-07-27,13.0735,,0.0
118632,2013-07-28,13.0735,,0.0
118632,2013-07-29,13.0033,118632.0,-0.005369640876582427
118632,2013-07-30,12.7471,118632.0,-0.01970269085539822
118632,2013-07-31,12.9014,118632.0,0.012104714013383422
118632,2013-08-01,12.766,118632.0,-0.010494985040383265
118632,2013-08-02,12.6617,118632.0,-0.008170139432868595
118632,2013-08-03,12.6617,,0.0
118632,2013-08-04,12.6617,,0.0
118632,2013-08-05,12.7128,118632.0,0.004035792981984976
118632,2013-08-06,12.3588,118632.0,-0.027845950538040287
118632,2013-08-07,12.4816,118632.0,0.009936239764378296
118632,2013-08-08,12.7214,118632.0,0.019212280476861743
118632,2013-08-09,12.7214,,0.0
118632,2013-08-10,12.7214,,0.0
118632,2013-08-11,12.7214,,0.0
118632,2013-08-12,12.8515,118632.0,0.010226861823384281
118632,2013-08-13,13.0239,118632.0,0.013414776485235258
118632,2013-08-14,13.0848,118632.0,0.004676018704074858
118632,2013-08-15,13.0848,,0.0
118632,2013-08-16,12.6349,118632.0,-0.034383406700904784
118632,2013-08-17,12.6349,,0.0
118632,2013-08-18,12.6349,,0.0
118632,2013-08-19,12.4366,118632.0,-0.015694623621872683
118632,2013-08-20,12.4137,118632.0,-0.00184133927279162
118632,2013-08-21,12.2191,118632.0,-0.015676228682826365
118632,2013-08-22,12.424,118632.0,0.01676882912816824
118632,2013-08-23,12.5759,118632.0,0.012226336123631887
118632,2013-08-24,12.5759,,0.0
118632,2013-08-25,12.5759,,0.0
118632,2013-08-26,12.6806,118632.0,0.008325447880469738
118632,2013-08-27,12.2979,118632.0,-0.03017995993880418
118632,2013-08-28,12.2443,118632.0,-0.004358467705868452
